id	text
685	matematica , pois n lembro muitas coisas
686	no momento nao estou com dificuldades
687	Um pouco de dificuldade nas materias
688	nao estou tendo dificuldades
689	
690	estudando muito 
691	nao tem dificuldade 
692	nda
693	Encontrar livros e conseguir compra-los
694	Ainda nao achei dificuldades e as que surgem dependem exclusivamente do meu empenho
695	nao estou tendo nenhuma dificuldade
696	alguns conteudos
697	Nenhuma
698	ALGUMAS MATeRIAS QUE ENVOLVEM CONTEuDOS nao TaO APROFUNDADOS NA ESCOLA
699	nao estou tendo dificuldades
700	Por enquanto nenhuma 
701	
702	A falta de cafe de graca para os alunos
703	nao estou tendo 
704	nao estou tendo dificuldades
705	nao tem
706	interpretar o texto
707	Voltar ao ritmo de estudo de aluno de graduacao, cumulado com o fato de ja ter uma profissao
708	organizacao nos estudos
709	falta de atencao, muita ansiedade, muito medo sabe eu nao sei o que esperar, se eu vou realmente conseguir fazer uma boa prova
710	Sem dificuldades
711	Algumas aulas de laboratorio e algoritmos passam muito por cima, sem uma visao de como desenvolver um exercicio
712	Nenhuma dificuldade
713	Dificuldades financeiras
714	Nenhuma
715	talvez seria um pouco longe, tambem bem despendioso
716	continuar do jeito que esta pois esta bom
717	tempo de estudo fora da universidade
718	por enquanto, nenhuma
719	Professores qualificados
720	COMO JA DISSE, DIFICULDADES QUANTO A LEITURA DE PARTITURAS, E O FATO DE QUE EM SALA SINTO Q OS QUE JA SABEM FICAM EM CONVERSAS PARALELAS AI ATRAPALHAM A AULA DE CERTA FORMA
721	
722	1Pouco tempo para a realizacao de leituras, pesquisas e trabalhos individuais ou em grupo2Dificuldade em cumprir as horas de atividades extra curriculares exigidas pelo curso aos discentes3Dificuldade em cumprir as horas requeridas para estagios
723	
724	em conciliar os estudos com o trabalho
725	Na verdade quando comecei o curso me surpreendi um pouco, por ter materias q nao esperar Tenho um certo receio, pois tenho dificuldades Mas nada q com um bom estudo se resolva
726	Me acostumar a vida facultativa
727	Apenas falta de tempo durante a semana, trabalhos que nao passam pelo fim de semana sao complicados para ser entregue
728	adaptacao a rotina diaria de estudos e aos horarios e locomocao ate o campus 
729	As dificuldades encontradas nos motiva a buscar mais pelo conhecimento 
730	Dificuldades de entender
731	dominio dos projetos propostos
732	O curso tem uma materia focada em desenho, nao tenho interesse nesta parte artistica, apenas na parte de programacao, desenvolvimento do gameEm alguns lugares o curso e dividido em duas partes, uma focada na parte de design/artistica e outra focada na parte de programacao/engine
733	unica dificuldade e o cansaco, pois trabalho das 08:00 as 18:00, porem ja estou me acostumando, porque e um curso que sempre quis fazer e que tenho uma otima afinidade
734	
735	Ate o momento nenhuma dificuldade
736	Nenhuma
737	Alguns professores
738	nenhuma
739	Apenas o custo alto da mensalidade 
740	Materia
741	nao tenho dificuldades
742	Algumas materias 
743	
744	em algumas aulas 
745	As dificuldades que estou tendo em fazer um bom curso e estudar durante o dia em minha casa
746	Atencao e discernimento
747	nao encontrei dificuldade 
748	Um pouco de compreender as materia
749	
750	Minha maior dificuldade e a adaptacao, pois estou a muito tempo sem estudar
751	nao SEI , POR ENQUANTO nao ESTOU TENTO DIFICULDADES 
752	nada
753	se relacionar com pessoas, tenho grande dificuldade
754	a falta de disponibilidade de vagas no fies e a inexistência de qualquer outra possibilidade de financiamento particular 
755	Dificuldade de interpretacao de texto
756	Dificuldades de adaptacao com os horarios
757	nenhuma 
758	por nao morar na cidade, tenho que me locomover sempre pra ca pra fazer trabalhos, estudar, e isso dificulta um pouco
759	Ate o momento nenhuma
760	
761	
762	algumas materias especificas mt vagas
763	nao tenho dificuldades 
764	nao ha tantas dificuldades, apenas em entender algumas materias
765	Nenhuma
766	nao existe 
767	a mudanca do curso para o campus 2
768	um pouco em bioquimica e biologia tecidual
769	Vir para as aulas durante periodos   quebrados   do dia torna a jornada um pouco cansativa Um pouco de stress em relacao à primeira semana de prova 
770	nao me socializei com os modos de avaliacoes
771	Algumas materias
772	nao tenho
773	As dificuldades estao relacionadas a algumas materias
774	Trabalho e estudo a noite, entao a maior dificuldade que tenho e em relacao ao tempo
775	em anatomia 
776	me adaptar aos conteudos pelo fato de estar a muito tempo parado
777	Tempo para ler todas as doutrinas e onde poder encontra-las
778	Acompanhamento de determinadas explicacoes, devido a velocidade das mesmas 
779	muito conteudo e dificil 
780	Dificuldade financeiras
781	adaptacao com a rotina de estudos 
782	A parte teorica que esta um pouco dificil
783	calculo 1
784	Estou tendo dificuldades com professores mal educados
785	O nivel de exigência e competitividade
786	Salas adequadas para um curso de design de interiores
787	materias mas complicadas
788	alguns professores sao rapidos demais na fala e nos conteudos 
789	No momento, apenas financeiras! Infelizmente nao estou conseguindo manter as mensalidades em dia pelo custo do curso ser muito alto e eu nao consigo bolsa 
790	Me organizar com os horarios 
791	nenhuma
792	algumas materias meio complicado
793	Demora para receber a carteira do estudante, e a falta da senha do RA para acessar o " aprender " 
794	nao estou tendo dificuldades
795	
796	localizacao
797	nenhuma
798	Um espaco adequado para estudar em casa, problemas de moradia, longe da familia, esses contratempos tiram a concentracao nos estudos Ter que estudar de manha, tarde e noite e ir para o campus 1, geram fadiga e fazem com que o conteudo fique disperso
799	Falta de tempo para estudar e incentivo 
800	Tempo de estudo, resumos, livros de dificil entendimento
801	
802	Comecei com duas semanas de atraso isso resultou em uma sobre carga das materias, porem agora esta tudo ok
803	Dificuldade em organizar horarios de estudosprincipalmente em materias que nao domino, como a quimica
804	tem alguns professores que nao foca na materia acaba falando de muitas coisas mais foge muito do tema quando esta danso 22:00h proximo ao horario da turma que depende do onibus o professor(a) comeca a dar aula, desta forma fica dificil compreender bem a materia gostaria que esses professores muda-se esta maneira de dar aula para ninguem sair prejudicado 
805	ANATOMIA
806	nenhuma
807	nao estou encontrando dificuldades
808	certa dificuldade em me adaptar com estudos por livros 
809	por enquanto nenhuma dificuldade
810	
811	Nenhuma dificuldade ateo momento
812	So tenho dificuldades com transporte O resto, nao encontro dificuldade nenhuma
813	nao ha dificuldades
814	nenhuma dificuldade
815	sem grandes problemas
816	Organizar os horarios
817	como organizar os estudos e estudar tudo, pois acho bem dificl e bem diferente da materia vista no colegial e cursinho
818	Sem dificuldades
819	falta de foco
820	nao sei e to tendo um pouco de dificuldade no desenho 
821	Principalmente, a locomocao
822	apenas dificuldades pessoais
823	nenhum
824	nao tenho nenhuma 
825	Dificuldade com uma materia especifica, Fisica I
826	entender algumas materias
827	estava muito tempo fora das sala de aulas
828	nao tenho nenhuma dificuldade
829	
830	No momento nenhuma , pode ser que ao decorrer do curso apareca dificuldades
831	relacionar servico e estudos
832	Ter um bom relacionamento com a turma do curso e professores
833	horarios
834	
835	Por enquanto nenhuma
836	
837	
838	nao to tendo dificuldades
839	Acredito que e tudo uma questao de tempo para de adaptar, com a maneira de os professores darem aula, as materias, mas nenhuma dificuldade que nao possa ser resolvida 
840	
841	tempo de estudar
842	as maiores dificuldades sao no comeco do curso
843	A media 6 da faculdade, pois quando eu estudava na Unesp era 5 a media final
844	aprendizado 
845	Horarios
846	
847	e muito dificil lidar com uma certa professora, devido a sua falta de educacao e enorme grosseria!
848	
849	Estudos
850	a compreensao de alguns assuntos em sala de aula 
851	concentracao,entendimento
852	
853	a minha dificuldade e o tempo, pois pra mim fica muito puxado trabalhar e ir direto para a faculdade e a comunicacao dentro da sala de aula
854	
855	Relacionamento
856	nao estou tendo dificuldades
857	um pouco de barulho na aula por causa dos alunos e me adaptando sobre o curso
858	Dificuldade de algumas materias
859	nao ha dificuldade 
860	eu estou tendo dificuldades em anatomia e em bioquimica tecidual
861	
862	
863	nao tenho dificuldades, estou completamente apaixonada pela faculdade
864	A maior dificuldade encontrada por mim e minha familia e financeira, alem disso, outra dificuldade e nao morar na mesma cidade que a faculdade
865	dificuldades em algumas materias , mais nada que estudar nao ajude!
866	
867	Principalmente, a locomocao Ja que preciso me deslocar de minha cidade para vir à Universidade, enfrentando riscos de acidentes de transito e possiveis atrasos
868	Algumas materias
869	Em me manter mesalmente
870	nda
871	
872	Meu trabalho toma muito tempo e as vezes me atraso ou nao compareco às aulas
873	A distancia do campus
874	Algumas materias sao meio complicadas de entender, mas isso e normal do curso
875	
876	Direcionamento e foco
877	Nenhuma dificuldade encontrada
878	entendimento de algumas materias/ falta de tempo por trabalhar, estudar, morar em outra cidade/viagem 
879	nao tenho uma resposta concreta 
880	
881	Dificuldades em estudar muito, pois ainda nao me adaptei ao ritmo da faculdade
882	algumas aulas estao sendo cansativas
883	nao estou tendo dificuldades
884	Ate o momento nao enfrento dificuldades 
885	Dificuldades com a distancia e com as realizacoes dos trabalhos
886	
887	Dificuldades relacionadas as materias de LPT e PDE, por dificuldade propria
888	
889	nenhuma
890	o preco do curso esta elevado, alguns materias que sao caros e outros simples que poderiam ser de responsabilidade da faculdade, e me adaptar com o curto tempo
891	financeiras
892	Financeiras
893	Nenhuma
894	nao tenho dificuldade 
895	distancia
896	Nenhuma
897	me acostumar com a rotina
898	
899	Tendo aula nos 3 periodos do dia 
900	Nenhuma
901	nao estou enfrentando dificuldades por enquanto
902	tempo
903	nao estou tendo muitas dificuldades
904	nao me vejo com tanta dificuldades no curso pois esta so no comeco mais vai ser dificil achar dificuldade porque gosto do que estou fazendo
905	o pagamento esta sendo alto, e esta dificil !
906	Aumento abusivo na mensalidade sem que haja melhorias notaveis para que justifique tais reajustes
907	em algumas materias como bioquimica, dificil de ententer a explicacao da professora
908	Alguns professores deveriam ter a explicacao mais clara, para que ficasse melhor de entender 
909	NENHUMA
910	Transporte, problemas pessoais
911	Materias novas
912	Tempo
913	Nenhuma
914	Nenhuma
915	Estudar bastante e nao se desesperar com os obstaculos a frente, apenas supera-los
916	NDA
917	algumas aulas
918	Ainda nao encontrei dificuldade
919	os trabalhos e provas serem muitos complexos 
920	dispersa 
921	Somente anatomia que nao tem slides de apoio no aprender
922	
923	manter o foco de estudar todos os dias 
924	  Dificuldade por enquanto nao foi encontrada por mim 
925	A maior dificuldade e em relacao a mensalidade, muito cara e nao temos opcoes de financiamento
926	O safadao fica cantando na sala!
927	no momento nao se encontra dificuldades
928	bioquimica
929	Xeroz e livros deveriam ser de graca pelo custo que e pago de mensalidase acho um absurdo ser pago alem dos 615
930	nenhum por enquanto
931	Alguns excessos de atividades extraclasses com prazo para entrega
932	em algumas materias
933	Conciliar horarios
934	Conteudos mais dificeis
935	algumas materias muito complexas
936	as dificuldades em geral sao mais para me adaptar a rotina
937	Em desenhar
938	
939	#NOME?
940	A dificuldade de trabalhar durante o dia e condicao financeira
941	Ate agora nao encontrei muitas dificuldades
942	estou tendo um pouco de falta de compreensao em uma devida materia, mas o professores explicam muito bem, so a materia que e um pouco complicada mesmo 
943	Minha compreensao em determinadas materias
944	Moro fora entao e foda ter animo
945	Nenhuma
946	
947	
948	Adaptacao com algumas materias e por depender de transporte, algumas vezes chego atrasado e perco parte da explicacao 
949	
950	nenhuma, por ora
951	nao sao muitas, apenas a parte de adaptacao com as materias e com a rotina de estudos
952	Dificuldades em materias mais complexas e dificuldade no custo financeiro
953	desenvolver capacidade autodidata
954	A distancia
955	Dificuldades sao pequenas, pois estou fazendo o curso que sempre sonhei, creio que a maior dificuldade seja financiar todos os gastos
956	Nenhuma
957	Nenhuma, Estudando tudo se ajeita
958	apenas no deslocamento de um campo paras o outro 
959	distancia e dinheiro
960	
961	nao tenho dificuldades
962	nao tenho dificuldades
963	nao tenho dificuldades quanto ao curso, entao meu curso esta bom
964	eu morro em outra cidade tem dia que a aula acaba tarde e nao da pra estudar
965	adaptacao 
966	Interacao com os demais alunos, pegar materias atrasadas, em especial a pratica
967	
968	nenhuma
969	vontade para estudar
970	Dificuldade com os horarios de aula
971	nao estou tendo dificuldades
972	Alguns metodos de ensino sao novos, mas me adaptando aos poucos
973	cadeiras ruins, alguns professores so fala na aula nao passa material no aprender ou nem mesmo na lousa
974	Dificuldades que estou tendo e somente o pouco tempo que eu tenho para fazer as atividades, trabalhos e estudar
975	                            
976	nao estou tendo nenhuma dificuldade
977	de entender o professor Paulo - praticas agricolas e zooetecnico
978	Somente quanto ao valor do curso, que e extremamente abusivo
979	As dificuldades normais do dia a dia de aula, nada demais
980	Algumas dificuldades em lingua portuguesa, mas acredito que e so uma questao de estudo para supera-las 
981	nenhuma
982	 ate agora, nao venho tendo dificuldade com as informacoes que venho tendo no curso  
983	As minhas dificuldades sao mais para eu conciliar meu trabalho, minha casa com a minha familia e os estudos
984	o curso exige esforco, pois tem muitos trabalhos para fazer e ao mesmo tempo muitos livros para ler
985	conciliar trabalho e o estudo e dificil e as vezes a parte financeira tambem atrapalha
986	Por enquanto, nao estou tendo dificuldades 
987	tempo e dinheiro
988	falta de estudo
989	
990	nenhuma
991	Nenhuma
992	materias que ainda nao conhecia da uma certa estranheza, fora isso nenhuma dificuldade
993	quando ha muita coisa acumulada, como materia, você acaba ficando nervoso e se desconcentra acarretando tambem em um bom aproveitamento e entendimento de tudo
994	falta de tempo
995	perdi um mes de aula
996	Quantidade de conteudo, alem das buscas em bibliografia, mesmo que indispensavel demanda tempo e disciplina alto valor da mensalidade com poucas vagas para FIES
997	ainda nao sei 
998	
999	NENHUMA DIFICULDADE
1000	cansaso, pois trabalho pesado e dpois venho para o curso
1001	minha carga horaria de trabalho,a viagem  que e muito longa e cansativa
1002	a distancia todos os dias, e os horarios alternados
1003	nao estou tendo dificuldades ate o momento
1004	prestar atencao, nao entender muito bem as materias 
1005	devido ao trabalho
1006	Algumas materias sao dificeis 
1007	dificuldades em algumas materias que nao tenho habilidades
1008	Por enquanto nao estou tendo
1009	dificuldades com materias mais complexas que exigem um bom estudo, mas consigo acompanhar aos poucos
1010	nao estou tendo dificuldades
1011	Sem dificuldades
1012	Nenhuma dificuldade
1013	algumas dificuldades mas sao normais
1014	a minha renda financeira
1015	Dificuldade existe em qualquer lugar devemos supera-las
1016	
1017	tenho dificuldade em estudar 
1018	locomocao do campus 1 para o 2
1019	A unica dificuldade e em organizar melhor meu tempo de estudo e ficar focado nisso
1020	dificuldade na matera
1021	As materias, e os professores passarem mais listas de exercicios, para ajudar a estudar para a prova
1022	Distancia 
1023	tempo para estudo
1024	se empenhar e estudar
1025	Nao estou tendo dificuldades
1026	Trabalho, entao precisaria de mais tempo para estudar
1027	saber dividir as coisas
1028	Estudar mais
1029	
1030	nda
1031	Horarios
1032	nenhuma
1033	nao sou muito boa em exatas 
1034	Calculo Diferencial e Integral è muito complicado ,as vezes ate entende como faz , so que depois o professor complica
1035	O nao habito de estudo 
1036	dinheiro
1037	
1038	
1039	dificuldade para entender oq o professor fala 
1040	mensalidade
1041	no sat
1042	nenhuma
1043	sem dificuldades
1044	NDA 
1045	entrar atrasada
1046	NDA
1047	mais nas areas de biologia celular e bioquimica
1048	Desenvolver ideias
1049	nenhuma
1050	nao sei responder
1051	nao consigo estudar toda a materia no prazo estipulado
1052	
1053	 no momento nenhuma
1054	as vezes me falta tempo pra estudar por causa do meu trabalho 
1055	dificuldade em conciliar os horarios de aula, liga, horarios no laboratorio e horarios de estudo
1056	Dificuldades pessoais
1057	Nenhuma
1058	Minha Maior Dificuldade e o Tempo Pois Trabalho e estudo
1059	NDA
1060	Minha dificuldade e pessoal pois nao consigo praticar o conteudo matematica pois sou facilmente distraido
1061	
1062	Valor da mensalidade
1063	
1064	nao estou tendo dificuldades quanto a isto
1065	Ainda e um pouco cedo pra pensar nas dificuldades, um pouco mais mesmo e falta de concentracao por minha parte nos estudos em casa, mas posso melhorar
1066	
1067	Bolsas!
1068	nenhuma
1069	Medo de nao acompanhar as materias dadas pelo professor 
1070	Transporte
1071	Ate o exato momento nao estou obtendo nenhuma dificuldade
1072	nao estou tendo dificuldade
1073	Unica dificuldade e financeira e com relacao a algumas materias e professores
1074	nao tenho dificuldades
1075	por enquanto nao estou tendo dificuldades
1076	estudar muito, dormir pouco
1077	somente com o pagamento das parcelas
1078	nao estou tendo dificuldades 
1079	Estou tendo dificuldades de entender o assunto que e trabalhado em sala de aula em relacao ao que e dado no aprender
1080	
1081	Anotar tudo aquilo que e passado nas aulas, pois muitas vezes o professor fala rapido demais
1082	poderia abrir turma no periodo noturno
1083	nao estou tendo dificuldades 
1084	
1085	por enquanto nenhuma 
1086	
1087	nda
1088	nda
1089	Atualmente a situacao financeira
1090	aulas com somente teoria 
1091	Dificuldade para pagar
1092	nenhuma 
1093	
1094	As minhas dificuldades sao a de acompanhar o curso, decorente por eu ter comecado no fim do mês
1095	nao ESTOU TENDO DIFICULDADES
1096	Dificuldade de estudar em relacao ao tempo
1097	Bioquimica 
1098	A maior dificuldade que encontrei no curso e que moro em uma cidade distante de Presidente Prudente e da minha turma ninguem reside na mesma cidade que eu, dificultando assim execucao de alguns trabalhos
1099	
1100	Tempo para os estudos em casa e dificuldade de acompanhar algumas materias durante as aulas 
1101	
1102	dificuldades financeiras 
1103	
1104	Horarios das aulas, por conta do transporte que uso
1105	falta de esforco
1106	nao tenho reclamacoes
1107	hora aula insuficiente para o aprendizado no laboratorio de biologia celular
1108	por ser totalmente diferente do que eu tava acostumada, por ser escola publica e aqui ser diferente
1109	Me acostumar com o plano de ensino e me organizar nos estudos
1110	
1111	Como trabalho o dia todo minha maior dificuldade e tempo livre para estudar Fora isso, a universidade oferece tudo o que e necessario para uma boa formacao
1112	dificuldade em saber como estudar, sem saber como as provas sao, entao da medo, e e tudo muito novo 
1113	a localizacao de ondem mora para a faculdade 
1114	Nenhuma
1115	adapatacao
1116	
1117	 e diferente da universidade estudava na capital
1118	um maior tempo para poder estudar e desenvolver o conteudo visto em sala de aula
1119	Um pouco de dificuldade na execucao de programas
1120	nenhuma
1121	ate o momento em dividir o tempo de estudo em casa
1122	Sao poucas Dificuldade mais pessoal por ritmo de estudo
1123	
1124	so o trabalho
1125	em alguns conteudos que estao bem complexos 
1126	Ate o momento nao estou tendo
1127	um longo tempo tempo fora da escola me trouxe certa dificuldades
1128	Muito conteudo novo
1129	Por enquanto nenhuma
1130	Defasagem do Ensino Medio para a materia de calculo I
1131	nao
1132	nda
1133	adaptacao a rotina da faculdade
1134	nao, sinto que estou aprendendo 
1135	nenhuma
1136	
1137	dificuldade financeira para mensalidade
1138	
1139	
1140	Em questao de eu me entender com a materia de Penal, e mudar meu pensamento de nao gostar de ser avaliado por uma prova, e sim apenas na pratica
1141	
1142	
1143	Me adaptar com o estudo em casa
1144	apenas falta de tempo para estudar as materias dadas em sala
1145	nenhuma
1146	nao estou tendo dificuldades para fazer um bom curso, nada relacionado ao curso em si ou à universidade 
1147	
1148	Financeiro
1149	nao estou tendo muitas dificuldades nao 
1150	
1151	
1152	nao sei 
1153	nenhuma 
1154	
1155	nao sei
1156	tempo 
1157	Entendimento do conteudo
1158	
1159	Nenhuma
1160	
1161	
1162	Nenhuma 
1163	Nenhuma dificuldade relacionada à universidade
1164	memorizacao,conteudo passado muito rapido
1165	
1166	So e mais dificil acompanhar
1167	ainda nao encontrei nenhuma 
1168	Estou tendo dificuldades para estudar, dificuldade com concentracao e organizacao do tempo de estudo e as formas de estudo
1169	Dificuldade em acompanhar explicacoes de determinadas materias
1170	nao me adapto a matematica, mas o professor e muito bom
1171	estudar
1172	adaptacao quanto a saida do ensino medio para um superior, responsabilidades
1173	Financeira
1174	Apenas dificuldades de entendimento, em algumas materias
1175	Falta de um bom tempo para estudar 
1176	A dificuldade se encontra no desconhecimento dos termos tecnicos
1177	algumas materias bem dificeis
1178	Tenho dificuldade para rever a materia quando chego em casa, porque viajo todos os dias, entao chego cansada, mas acredito que isso seja falta de costume e que com o tempo vou colocando em pratica 
1179	Um pouco, somente estudos diarios
1180	
1181	nenhuma
1182	algumas materias
1183	
1184	nao estou tendo dificuldades
1185	Materia acumulada
1186	Algumas dificuldades em entender o vocabulario, ou as vezes de entender alguns conteudos
1187	nao estou tendo dificuldades 
1188	Trabalhar durante o dia e estudar no curso noturno
1189	to indo bem
1190	tempo p estudar
1191	nao estou tendo dificuldades
1192	Nao estou tendo dificuldades
1193	Dificuldade em matematica
1194	quimica,ta dificil entender!
1195	Turma de curso 
1196	Aparentemente so questoes pessoais, mais interesse e mais foco
1197	algumas dificuldades na aula de genetica, tenho pouco entendimento da materia
1198	nao estou encontrando dificuldade no curso
1199	nenhuma
1200	No momento nao estou tendo muita dificuldade
1201	NAO TENHO
1202	A Distancia, pois  resido em Santa Inês Parana
1203	Nenhuma
1204	Alem de aumentar a pratica do desenho em casa, receber o apoio de um monitor em sala de aula ajudaria
1205	
1206	A dificuldade de compreender certas explicacao de alguns professores acaba me afetando 
1207	   Dificuldade na parte da informatica ( Aprender), pois nao tenho acesso a informatica
1208	Fazer tarefas no aprender 
1209	nenhuma dificuldade
1210	Tempo e deslocamento
1211	Nenhuma 
1212	dificuldades coma algumas materias
1213	pagar o curso
1214	Alem da sala de aula ser muito quente, os professores tem que quase gritar para serem ouvidos por conta do barulho do arnao utilizam slides e nao colocam a materia no aprenderAcredito que podem melhorar muito e com urgência este formato 
1215	renda financeira 
1216	nao estou encontrando dificuldade
1217	por enquanto nenhuma 
1218	Materias 
1219	a velocidade com o conteudo
1220	Bolsas
1221	Por estar muito tempo sem esstudar Dificuldade de concentracao, raciocinio, entre outros
1222	no primeiro termo nao tenho mt dificuldade
1223	Conciliar vida social com os estudos
1224	A mudanca de estado esta me atrasando 
1225	estudar mais , melhora o conhecimento 
1226	Poucas dificuldades em algumas materias 
1227	emancipacao
1228	conciliar trabalho e estudos
1229	dificuldade em algumas materias
1230	As dificuldades sao pessoais, ou seja, tempo, localizacao Mas em relacao ao curso em si nenhuma por enquanto
1231	encontrar lugar no campus 1 para estacionar
1232	A unica dificuldade e que tem que estudar muito mesmo
1233	No momento nao nenhuma dificuldade 
1234	
1235	nao tenho dificuldades por enquanto
1236	Algumas materias complicadas
1237	nao estou tendo dificuldades
1238	Materias bastante complexas, bem diferentes do que ja foi visto 
1239	professores que nao tem calma e nao explicam com eficacia
1240	Por enquanto ainda nao vi nenhuma dificuldade
1241	Dificuldades financeiras
1242	nao estou tendo dificudades
1243	Por enquanto nao estou com dificuldades
1244	Muitas coisas eu deixo de fazer por conta da minha localizacao Moro em outra cidade, e minha locomocao para participar dos projetos e aulas de estudos se tornam coisas dificeis para eu aproveitar
1245	nenhuma
1246	Dificuldades em dominar alguns programas que sao necessarios com softwares 
1247	pouco tempo  pra fazer os trabalhos 
1248	As aulas acabam as 22:00 em vez de 10:30 nao seria uma dificuldade ou problema, mas sim uma pena "perder" 30 min de aula todos os dias
1249	
1250	Mudei de cidade para estar estudando na 
1251	com pesquisas de livros
1252	Problema nas aulas praticas com microscopio, visto que muitos nao tem uma boa imagem dificultando o aprendizado
1253	Muitos trabalhos
1254	alguns colegas com conversas e brincadeiras na sala de aula 
1255	Dificuldade em morar longe da familia, o desgaste em ter que estudar no periodo integral e ter que estudar tambem no periodo da noite Ter que ir para outro campus e voltar, tudo em um unico dia
1256	Ainda nao ha, apenas a forma de pagamento pois no curso nao possui o FIES 
1257	
1258	
1259	Ter mais tempo para estudar 
1260	Financeiro
1261	Algumas materias eu nao esperei que pudessem ter em administracao, algumas ate acho que nao tem nenhum tipo de ligacao com o cursoFora que demora um tempinho para se adaptar com o ambiente, a forma de estudo, avaliacoes
1262	A dificuldade financeira, pois e bem caro
1263	nenhuma
1264	Nenhuma
1265	bom, e bem complicado as aulas de direito penal e civil
1266	
1267	Focar nas materias que possuo dificuldade
1268	as dificuldades sao em relacao de estar comecando agr , conhecendo as  materias e os professores
1269	calculofalta de tempo, pois trabalho
1270	adaptacao pessoal
1271	dificuldades pessoais, mais em si estou gostando do curso
1272	diferente do estudo do colegial, tenho que me adaptar ao estudo desse curso
1273	Me relacionar mais com alguns colegas que eu nao tenho afinidade ainda em sala, me adaptar a rotina de universitaria e entender mais a materia de CHS
1274	Duvidas de iniciante, no aprender
1275	Dinheiro, horarios, distancia, calculo
1276	tenho um pouco de dificuldade para acompanhar as aulas pois sou muito lerdo
1277	No momento so estou tendo pequena dificuldade em dar conta de todos os conteudos pela comodidade que tive ao cursar o ensino medio 
1278	
1279	nao sei
1280	explicacao
1281	Todo novo curso mesmo sendo o esperado leva um pouco de tempo para adaptacao, mas espero no decorrer do mesmo nao ter mais essa dificuldade
1282	Estou tendo dificuldades em algumas materias,como por exemplo quimica
1283	Nenhuma
1284	
1285	
1286	nao estou encontrando dificuldades;
1287	
1288	A locomocao da minha cidade ate a universidade 
1289	nenhum 
1290	Minha rotina, nao permite com que eu possa me dedicar mais para um bom curso
1291	no momento as dificuldades tem sido no entendimento de algumas materias apenas
1292	em relacao a acompanhar todas as materias 
1293	nao ha dificuldades em fazer um bom curso, a instituicao oferece um bom plano de ensino
1294	Nenhuma 
1295	Em algumas atividades proposto pelo professor e na hora da explicacao
1296	um pouco de dificuldades e por questao de nao ter tido um ensino medio bom 
1297	xxx
1298	Tenho dificuldades em entender alguns assuntos sobre programacao 
1299	So na dificuldade de interde al duas materias o que o professor explica
1300	muitas atividades no aprender 
1301	Ate o momento nenhuma
1302	;
1303	Por enquanto nao encontrei nenhuma dificuldade
1304	nao tenho dificuldades 
1305	dificuldades  em algumas explicacoes de professores
1306	nao estou tendo dificuldades!
1307	desenho geometrico
1308	Alguns professores nao explicam muito bem a materia e assim dificulta um pouco o meu aprendizado
1309	Estou tendo dificuldades com alguns professores 
1310	mensalidade alta pois muitos encontra isso 
1311	Algumas materias 
1312	As vezes falta um pouco de tempo para fazer tudo o que eu desejaria em relacao ao curso
1313	As vezes o sono
1314	
1315	
1316	
1317	conciliar tempo,materia, modo de estudo, conteudo 
1318	nenhuma
1319	Estou tendo poucas, e mais com o tempo 
1320	nenhuma
1321	Dificuldades de adaptacao, e como estudar para as provas
1322	Nenhuma dificuldade notoria
1323	
1324	muito trabalho dado , como trabalho tem pouco tempo para fase los e por entrar agora fica mais dificil
1325	nao estou tendo dificuldades ainda
1326	Apesar de estar gostando muito do curso, ainda tenho um pouco de preguica de estudar
1327	tempo esperando
1328	Ter mais foco nos estudos em casa
1329	a distancia pois onde eu moro e muito longe de presidente prudente
1330	por fazer muito tempo em ter concluido o ensino medio,sinto um pouco de receio em nao conseguir acompanhar o conteudo
1331	nenhuma
1332	As dificuldades enfrentadas em sua maioria se relacionam a deslocamento ate a faculdade
1333	navegar no aprender
1334	Tempo para o estudo
1335	Ate agora sem dificuldades
1336	
1337	nao tenho dificuldades
1338	Organizacao do tempo livre e de estudo
1339	
1340	
1341	Dificuldades de entendimento de algumas materias, dificuldade de localizacao de alguns laboratorios, etc
1342	Tenho apenas dificuldade de interpretar algumas coisas faladas em sala de aula 
1343	administrar as horas de estudo
1344	tarefas no aprender com uma semana de prazo
1345	
1346	dinheiro 
1347	
1348	Sem dificuldades
1349	Por enquanto nenhuma
1350	algumas materias
1351	algumas materias
1352	morar longe dos pais
1353	nao estou tendo dificuldades
1354	nao ha dificuldades
1355	Nenhuma
1356	Estou tendo muita dificuldade com a quantidade de materia dada em aula
1357	
1358	
1359	Acostumar, pois e tudo muito complexo
1360	
1361	
1362	nenhum
1363	nao estou tendo dificuldades por enquanto
1364	nenhuma
1365	O transporte esta sendo realizado, mas corre o risco de ser cortado 
1366	Alguns professores sao muito ignorante,tenho dificuldade em perguntar alguma coisa por conta disso, e dificuldade nas aulas do Cabreira
1367	to tentando fazer o melhor de mim pra nao ter muitas dificuldades 
1368	Ate o momento nenhuma
1369	nenhuma
1370	organizacao 
1371	sou pessima em calculos, entao preciso um pouco mais forcado na hora de explicar
1372	a explicacao do professor
1373	Dificuldades com a aprendizagem, tenho que me esforcar bastante para prestar atencao nas aulas, isso e a unica dificuldade
1374	nao tenho dificuldades 
1375	apenas o pouco tempo que tenho pra estudar em casa me atrapalha um pouco e acaba refletindo em algumas aulas 
1376	Organizar os estudos e conteudos das materias para as provas
1377	nenhuma
